stockcode,total_quantity_sold,average_demand,demand_variance,total_product_revenue,unique_customers
21090,2285,14.28125,719.1090801886791,1042.03,129
21091,13668,390.51428571428573,4785916.610084034,1817.16,31
21092,12806,711.4444444444445,8626880.143790849,1504.94,15
21094,17752,25.50574712643678,2327.858959728773,13068.56,328
21095,242,8.642857142857142,45.7936507936508,205.7,24
21096,15776,156.1980198019802,959263.9003960401,2572.34,91
21097,32,4.571428571428571,13.285714285714285,27.2,5
21098,6431,14.99067599067599,4237.696174541966,7534.29,269
21099,13284,442.8,5589385.682758621,1506.6000000000001,20
21100,2221,13.88125,852.6210298742144,2864.05,119
21102,65,5.416666666666667,12.628787878787877,165.75,10
21106,698,5.768595041322314,31.379338842975198,1982.3000000000002,98
21107,2157,9.378260869565217,436.83882665654073,5873.55,167
21108,12532,30.565853658536586,47664.035994990765,23322.62,325
21109,1054,6.349397590361446,164.1438481197517,3596.1,131
21110,1251,5.369098712446352,99.50973064969672,5426.45,173
21111,1208,9.292307692307693,150.22397137745972,2493.3,109
21112,2077,16.100775193798448,1353.8100775193793,4972.63,104
21114,5591,11.870488322717621,221.12148890996957,6920.43,359
21115,1161,3.2430167597765363,64.66626762436817,6753.91,266
21116,954,3.8623481781376516,38.29804812218161,4569.54,164
21117,328,12.615384615384615,319.92615384615385,502.08000000000004,23
21118,69,9.857142857142858,42.142857142857146,104.25,7
21121,15036,18.865746549560853,1614.9178830160834,18065.4,466
21122,12100,16.11185086551265,1066.6914727030621,14615.49,441
21123,2572,13.32642487046632,177.10643350604497,3202.94,125
21124,9963,16.332786885245902,1030.4424372123071,12052.47,406
21125,2045,9.927184466019417,479.20930618044025,2087.77,162
21126,2197,10.314553990610328,919.6788909557971,2147.93,169
21127,284,7.473684210526316,807.1749644381223,838.6,25
21128,96,3.4285714285714284,11.883597883597883,464.71000000000004,22
21129,105,2.5,4.402439024390243,709.3000000000001,24
21130,706,18.102564102564102,5789.6734143049935,1115.7,29
21131,253,8.724137931034482,502.4926108374383,910.25,18
21132,72,2.4827586206896552,5.330049261083745,300.0,25
21133,409,9.975609756097562,60.82439024390244,691.21,38
21134,351,7.9772727272727275,83.41807610993656,579.15,40
21135,5773,14.764705882352942,1313.657315233786,8155.09,251
21136,10255,14.203601108033242,481.99593708338307,16907.51,449
21137,18417,34.042513863216264,6356.907448483605,63092.12,198
21143,2003,12.757961783439491,215.0051445369917,3819.45,128
21144,505,11.744186046511627,152.57585825027687,220.79,40
21145,839,21.512820512820515,875.6774628879891,994.03,34
21146,775,14.903846153846153,316.44155354449464,1453.6499999999999,47
21147,331,7.042553191489362,51.60684551341351,559.14,33
21153,370,3.008130081300813,22.79501532720246,3832.5,91
21154,6900,11.367380560131796,797.2294952724267,8179.32,327
21155,5805,7.9520547945205475,431.2062029050879,12240.67,364
21156,8871,11.074906367041198,1033.4643820224724,16044.97,472
21157,606,5.509090909090909,11.536613844870732,1267.68,66
21158,2509,9.25830258302583,622.8071067377335,1614.31,184
21159,2060,9.581395348837209,761.0856335579223,1306.4399999999998,146
21160,763,15.571428571428571,1881.458333333333,485.22999999999996,44
21161,2285,13.765060240963855,6061.98689302665,1611.1699999999998,120
21162,2325,9.647302904564315,679.6125864453662,1475.9499999999998,172
21163,2734,12.260089686098654,2517.914030622551,1577.34,158
21164,5839,9.238924050632912,767.0474207105451,15888.490000000002,356
21165,9080,11.392722710163111,519.9448213463793,14070.08,321
21166,19652,15.91255060728745,1602.081487411334,37029.340000000004,475
21167,2058,41.16,891.3208163265307,424.68,32
21169,8642,13.652448657187994,1092.5942068110467,13438.58,278
21171,1810,7.973568281938326,325.0346965030603,2461.2999999999997,142
21172,7444,9.078048780487805,308.75824771434526,10392.72,420
21173,321,5.262295081967213,40.163387978142076,527.25,44
21174,9247,10.677829099307159,601.0232535476385,17814.51,402
21175,20229,14.106694560669457,6078.289375947134,42059.240000000005,553
21179,4039,10.97554347826087,662.3073021561428,3040.07,231
21181,24166,15.431673052362708,990.334945058533,47835.3,598
21185,120,3.3333333333333335,14.628571428571428,741.36,34
21186,5017,17.917857142857144,926.1043394777272,7729.05,187
21187,1251,11.169642857142858,812.5565476190473,1946.55,90
21188,856,8.73469387755102,74.0732169156322,2463.6000000000004,69
21189,543,8.901639344262295,116.85683060109291,866.75,53
21190,756,8.689655172413794,222.4025661587811,1188.3999999999999,71
21191,1210,10.431034482758621,259.67346326836577,2323.7000000000003,96
21192,1845,15.504201680672269,1009.3368466030477,2842.25,96
21193,84,5.6,116.54285714285716,158.36,14
21194,501,8.080645161290322,85.48519301956637,498.64000000000004,51
21195,622,11.309090909090909,223.810101010101,1018.6800000000001,49
21196,158,8.777777777777779,43.006535947712415,260.7,16
21197,412,12.875,159.9193548387097,601.56,29
21198,1190,14.337349397590362,233.2018806935056,1304.46,75
21199,1170,12.446808510638299,261.08853809196984,1271.46,86
21200,1287,16.93421052631579,997.6622807017545,1724.3500000000001,64
21201,2629,13.91005291005291,581.0291005291004,5980.35,109
21202,814,14.535714285714286,770.1077922077925,975.9,53
21203,1445,13.256880733944953,911.2852531430516,2240.25,85
21204,1478,10.123287671232877,610.5502125649502,2337.9,109
21205,596,5.228070175438597,62.56699270299642,1455.0,86
21206,2058,10.71875,326.8524214659685,2819.7,117
21207,3480,16.338028169014084,2263.66821684826,5337.2,167
21208,981,12.74025974025974,212.1158578263841,709.89,65
21209,1354,16.11904761904762,490.61216293746406,1016.52,66
21210,14747,15.789079229122056,965.7400306625262,20600.32,508
21211,2321,12.545945945945945,2141.47749706228,3192.6499999999996,139
21212,89850,35.13883457176379,6689.284708030921,43390.03,1115
21213,38530,32.70797962648557,6794.3734451924565,18319.18,528
21214,1884,14.834645669291339,1385.0756155480567,2578.2,106
21215,3985,21.54054054054054,1911.891010575793,1999.09,127
21216,3487,6.591682419659735,148.6625064444064,15981.77,269
21217,2683,3.4844155844155846,42.32290375424317,25441.85,423
21218,4715,7.964527027027027,179.1713283715187,16431.45,313
21219,848,8.153846153846153,21.141150112023897,1062.94,77
21220,516,6.216867469879518,21.879224213928886,658.31,65
21221,454,7.442622950819672,26.117486338797807,578.39,55
21222,530,6.235294117647059,21.729691876750696,672.18,70
21223,482,13.38888888888889,1056.7587301587298,564.5,33
21224,1956,9.270142180094787,53.493342360640945,2437.4,140
21225,2,1.0,0.0,2.5,2
21226,122,5.809523809523809,36.761904761904766,152.5,17
21228,95,3.1666666666666665,12.005747126436782,118.75,25
21231,18488,15.432387312186979,460.81873297601237,21793.25,500
21232,34935,18.05426356589147,862.5466919987501,40994.71,689
21238,8648,12.197461212976023,324.85643422342304,7004.22,324
21239,6480,11.654676258992806,324.5616177328409,5234.22,266
21240,6778,11.870402802101577,516.2217715918522,5440.98,287
21241,2140,9.907407407407407,207.8704565030148,1756.6,129
21242,6475,12.451923076923077,448.7722506299094,10326.43,289
21243,5187,13.098484848484848,522.8282508630614,8224.59,210
21244,4667,12.716621253405995,497.7828650556129,7414.91,207
21245,2434,9.434108527131784,267.66295659518,3930.74,146
21246,622,4.54014598540146,13.691391155002147,3045.3,99
21247,400,6.557377049180328,26.984153005464485,596.0,44
21248,1008,7.636363636363637,197.63775156141566,1192.8,106
21249,1559,8.248677248677248,172.73038387932002,4233.05,156
21250,394,7.433962264150943,292.32728592162556,950.5,47
21251,546,5.352941176470588,139.9930110658124,1453.5000000000002,91
21252,161,10.0625,149.92916666666667,375.65000000000003,14
21253,225,4.411764705882353,37.20705882352941,598.59,41
21255,422,7.672727272727273,92.07609427609425,677.1,46
21256,282,8.057142857142857,115.93781512605041,446.09999999999997,31
21257,1267,3.509695290858726,63.445044629116616,9550.49,206
21258,1229,3.56231884057971,27.043343444556786,14406.63,186
21259,2171,3.9187725631768955,91.61545165523141,12409.960000000001,300
21260,3370,7.573033707865169,797.4344063164293,10675.6,303
21261,245,5.6976744186046515,47.07308970099668,834.7500000000001,37
21262,458,5.654320987654321,19.454012345679015,1435.1000000000001,69
21263,286,6.355555555555555,120.55252525252519,581.7,39
21264,352,6.175438596491228,29.89724310776943,782.4,51
21265,315,11.25,202.19444444444446,670.25,26
21267,13,3.25,3.5833333333333335,27.3,3
21268,383,9.341463414634147,266.53048780487796,209.58,31
21269,106,1.8275862068965518,0.6715063520871137,901.0,52
21270,39,1.3928571428571428,0.4695767195767195,497.25,24
21272,2179,9.272340425531915,271.24175304600845,2703.11,167
21274,159,1.7666666666666666,1.8887640449438199,2012.85,61
21275,242,5.041666666666667,20.89184397163122,1477.9,45
21276,676,24.142857142857142,1045.164021164021,1544.2,24
21277,45,1.125,0.16346153846153846,968.8,36
21278,2695,38.5,40266.80434782609,1352.25,63
21279,3471,61.982142857142854,92961.8724025974,1343.85,51
21280,3316,62.56603773584906,58292.134978229325,1714.2,44
21281,3644,98.48648648648648,123380.09009009007,1552.2,34
21282,337,5.711864406779661,45.69140853302164,1369.25,49
21283,491,7.115942028985507,68.13341858482522,1496.75,59
21284,1481,15.589473684210526,252.2020156774917,1447.45,80
21285,974,13.342465753424657,150.20053272450528,1232.42,56
21286,962,14.35820895522388,144.99095431931252,1407.82,56
21287,4077,49.12048192771084,9917.546282691743,1799.82,67
21288,851,6.546153846153846,54.40483005366728,2036.8500000000001,105
21289,1255,20.916666666666668,563.2302259887005,1315.15,52
21291,2359,18.72222222222222,250.02622222222217,1995.07,95
21292,2437,29.71951219512195,1943.0191207467628,1407.1299999999999,69
21293,256,5.953488372093023,33.09302325581395,539.63,29
21294,2130,18.050847457627118,684.5444009850788,1465.3799999999999,83
21298,52,3.7142857142857144,5.142857142857142,755.8,14
21299,161,5.551724137931035,76.61330049261085,838.35,25
21300,52,4.7272727272727275,14.618181818181816,737.4,11
21303,92,3.5384615384615383,14.818461538461538,848.8,24
21304,84,5.25,56.6,540.6,16
21306,669,11.736842105263158,256.8759398496241,302.9,48
21307,726,13.444444444444445,1186.2138364779871,572.3,41
21308,129,43.0,5167.0,653.85,3
21309,49,9.8,305.7,325.6,5
21310,5,1.6666666666666667,0.33333333333333337,149.75,3
21311,682,8.973684210526315,140.1326315789473,476.11,62
21312,293,14.65,548.5552631578948,1097.75,19
21313,5823,22.396153846153847,829.5683249183242,4338.75,173
21314,10447,14.570432357043236,1676.7174485558266,20588.260000000002,369
21316,669,19.676470588235293,949.861853832442,1008.19,33
21317,329,4.984848484848484,220.1074592074592,1181.25,56
21318,936,12.0,190.9350649350649,780.3,70
21319,474,9.875,181.98404255319144,640.26,44
21320,358,9.675675675675675,196.503003003003,726.6600000000001,31
21321,108,8.307692307692308,144.23076923076925,245.25,10
21322,299,23.0,1043.3333333333333,562.45,12
21323,704,13.037037037037036,2588.941998602376,2201.25,46
21324,938,7.328125,779.2615649606298,2410.7000000000003,101
21326,17004,31.314917127071823,1919.4375445964395,10338.6,307
21327,1512,4.486646884272997,25.13151759220009,2492.4,212
21328,1632,4.294736842105263,18.05010415220108,2691.4,257
21329,1615,4.306666666666667,24.886987522281625,2635.99,253
21330,1357,10.51937984496124,1381.3609496124043,2133.0499999999997,101
21331,104,4.333333333333333,92.23188405797102,793.74,23
21332,262,6.238095238095238,56.332171893147496,1442.9,36
21333,1007,5.111675126903553,19.88542422044961,2946.65,150
21335,36,1.6363636363636365,1.0995670995670994,754.1999999999999,17
21336,1788,74.5,59132.43478260869,401.64,13
21337,30,3.3333333333333335,13.25,88.50000000000001,7
21338,196,16.333333333333332,2137.8787878787875,848.35,9
21339,30,2.3076923076923075,6.564102564102563,544.5,12
21340,1702,4.432291666666667,77.15467254134036,17888.71,249
21341,56,3.7333333333333334,32.06666666666666,250.8,15
21343,20,6.666666666666667,30.333333333333332,92.0,3
21344,164,6.833333333333333,111.536231884058,707.8000000000001,21
21347,8,2.0,2.0,47.6,4
21348,816,7.0344827586206895,154.0857571214393,1891.2000000000003,91
21349,492,3.84375,24.6998031496063,3193.0,113
21350,224,5.209302325581396,36.88372093023255,644.8000000000001,39
21351,986,7.197080291970803,60.48293258909403,3018.7,113
21352,742,8.939759036144578,68.49632677049664,2232.7000000000003,77
21353,18,2.25,2.5,143.1,8
21354,2401,14.123529411764705,1000.5231117298997,2797.25,123
21355,3339,11.840425531914894,916.8036268645413,3982.15,213
21356,1148,6.3076923076923075,44.60093497662559,1410.95,116
21357,1310,7.7514792899408285,112.62834601296137,1630.42,105
21358,1026,6.493670886075949,33.92034185277757,1275.3,130
21359,202,2.927536231884058,17.95055413469736,1913.9,57
21360,433,4.706521739130435,364.69314381270925,2631.35,81
21361,519,2.0595238095238093,8.072140011383036,6422.85,181
21363,911,2.7032640949554896,6.358114313974847,4509.45,224
21364,439,3.048611111111111,221.99062742812737,3031.65,118
21365,444,7.161290322580645,65.35060814383924,561.6,51
21366,153,5.666666666666667,329.4615384615384,602.25,24
21367,196,4.355555555555555,67.1888888888889,202.85999999999999,37
21368,193,4.948717948717949,75.36572199730095,171.75,32
21369,128,7.529411764705882,42.51470588235294,195.0,15
21370,48,3.0,32.13333333333333,175.35,15
21371,368,8.975609756097562,86.72439024390245,389.4,33
21372,141,3.810810810810811,30.046546546546537,193.23000000000002,28
21373,629,11.035087719298245,87.4987468671679,528.15,52
21374,454,7.442622950819672,97.05081967213113,700.0,57
21375,93,3.206896551724138,10.66995073891626,368.25,26
21376,171,4.5,62.527027027027025,717.15,35
21377,444,10.325581395348838,507.46290143964575,494.76,37
21378,522,9.157894736842104,360.88533834586445,601.5,47
21379,541,10.403846153846153,688.9513574660633,455.27,43
21380,4877,8.948623853211009,763.7252968159739,13770.150000000001,325
21381,4893,12.643410852713178,1886.7533437763575,7845.81,234
21382,1132,9.843478260869565,251.36125095347055,1423.2,78
21383,1866,9.569230769230769,126.06090404440917,1200.9,169
21384,1733,15.069565217391304,119.2231884057971,1466.81,99
21385,10146,19.436781609195403,1284.3577999867634,8324.58,320
21386,1097,12.60919540229885,122.86875167067628,596.6899999999999,72
21387,25,6.25,61.583333333333336,21.25,4
21388,287,10.62962962962963,45.31908831908831,243.95,27
21389,2153,10.711442786069652,67.74631840796015,1826.9299999999998,149
21390,10622,21.286573146292586,1214.3895984740566,12849.14,280
21391,1292,9.57037037037037,98.82896627971256,1533.3,113
21392,7526,198.05263157894737,679118.5376955904,1398.21,32
21393,5236,134.25641025641025,309456.6167341431,1139.13,34
21394,3961,30.007575757575758,721.0915452232251,1795.27,100
21395,2932,29.32,754.4420202020201,1340.04,79
21396,909,15.40677966101695,390.5902980713033,1081.53,45
21397,2012,17.344827586206897,493.7757121439281,1635.54,99
21398,2233,23.02061855670103,684.6870704467352,2028.75,82
21399,2340,24.63157894736842,602.4692049272115,1433.04,76
21400,1027,16.3015873015873,99.34306195596521,189.54,54
21401,1388,15.08695652173913,147.9044433827042,291.06,72
21402,1589,15.427184466019417,207.07062630877593,280.98,81
21403,2151,19.916666666666668,411.8528037383179,440.58,80
21407,1128,3.40785498489426,19.775574475876596,4606.25,231
21408,580,4.172661870503597,105.75258054426028,2017.34,114
21409,1,1.0,0.0,4.25,1
21410,259,2.5643564356435644,11.708316831683167,1036.75,81
21411,1943,3.794921875,48.68388805650689,7146.39,358
21412,233,4.755102040816326,18.438775510204085,111.3,33
21413,3134,92.17647058823529,258946.75579322648,1062.1,25
21414,1614,76.85714285714286,106357.92857142857,779.4,17
21415,320,5.714285714285714,27.66233766233766,613.69,41
21416,746,41.44444444444444,28680.49673202614,572.7,15
21417,424,7.310344827586207,137.93708408953418,702.88,41
21418,161,4.472222222222222,10.94206349206349,375.35,24
21419,1252,96.3076923076923,109991.73076923074,535.8,12
21420,114,4.384615384615385,42.32615384615385,295.62,21
21421,1767,19.417582417582416,1115.0903540903537,2060.55,60
21422,3056,28.296296296296298,3168.9581169955004,2448.36,71
21424,782,12.819672131147541,456.383606557377,1739.5400000000002,51
21425,450,7.758620689655173,492.1512401693889,928.1400000000001,41
21426,962,18.150943396226417,1393.3613933236572,1338.6000000000001,44
21427,441,5.95945945945946,239.35449833395037,694.5,55
21428,2749,7.552197802197802,528.4352844125569,10667.05,228
21429,5930,7.592829705505761,260.8724613414754,9907.5,418
21430,4169,7.175559380378657,317.71395335034714,14719.35,323
21431,1412,6.247787610619469,177.9383284169125,2281.7999999999997,167
21432,927,4.048034934497816,37.633647437370705,5298.650000000001,152
21437,654,6.349514563106796,489.6805634875311,2222.1,88
21438,360,10.588235294117647,1336.7950089126568,1177.2,33
21439,2123,12.866666666666667,1190.1040650406508,2576.23,112
21440,465,5.224719101123595,33.33529111338099,581.25,72
21441,855,10.178571428571429,269.4496557659208,540.2099999999999,67
21442,883,11.0375,276.7200949367087,561.67,66
21443,251,12.55,2118.2605263157884,681.25,18
21444,273,13.65,2104.5552631578944,763.75,18
21445,1458,12.678260869565218,1723.3955758962618,1733.58,88
21446,1154,6.073684210526316,66.83052074631021,1433.38,122
21447,2377,10.201716738197424,846.7996522125203,2882.33,149
21448,895,4.917582417582418,23.11471677493777,1476.75,132
21450,13,4.333333333333333,24.333333333333332,77.35,3
21452,1763,5.215976331360947,57.00069355433424,5083.250000000001,228
